subject_gait,take_id,mpjpe_3d,mpjpe_raw,dtw_3d_traj,mpjre,dtw_6d_transl,mpjpe_6d,jitter_c1,jitter_c2,pampjpe_3d,pampjpe_6d,action
gait_740,20251002_c1_a5_Take2,0.13643479804120864,0.12945035046297254,0.08470883382067601,0.1253920804501833,0.08714476001203642,0.12440062943963033,296.756103515625,283.4313049316406,0.038867207549029545,0.03215435530839107,a5
gait_753,20250617_c1_a1_Take1,0.178558615809787,0.17074627395822053,0.06380819569501683,0.2765417588863351,0.06145301927285743,0.17406801132867744,315.6270446777344,354.6165466308594,0.05576687325026732,0.05234322434620468,a1
gait_753,20250617_c1_a1_Take2,0.2380232071513898,0.22756562774830608,0.09677811347856996,0.3349672802310625,0.08961523504179619,0.22332410323771132,314.03033447265625,474.1338195800781,0.07298630395462209,0.05826254992413954,a1
gait_753,20250617_c1_a2_Take1,0.24328701472557573,0.23231936162358105,0.11977203430900199,0.20561570873141988,0.11388805104155657,0.2269599650986266,477.8072814941406,463.2677917480469,0.0540162672603452,0.03987577752428537,a2
gait_753,20250617_c1_a2_Take2,0.12079934234827053,0.11505972750956386,0.06850629145369377,0.15329909359808938,0.064246717093306,0.11224511131159545,440.92901611328125,501.3598937988281,0.025148804431377392,0.019521247475945608,a2
gait_753,20250617_c1_a3_Take1,0.16894389850054564,0.16152763492663372,0.15960460611181154,0.29815167013531646,0.1547959660599624,0.15691920588649486,216.24871826171875,367.8006591796875,0.047852173133538796,0.0403801625656171,a3
gait_753,20250617_c1_a3_Take2,0.2509096287885857,0.23822301603710397,0.10237250786374762,0.2679466491861783,0.1492952661600513,0.18200698395177356,318.2052917480469,244.0851287841797,0.11809865368255852,0.04313797396788703,a3
gait_753,20250617_c1_a3_Take3,0.34841484334773837,0.33690464099399925,0.4421811430188055,0.2289729868068997,0.32507202458584133,0.3113534657842678,207.64356994628906,212.5554656982422,0.09955485159399621,0.03740547394003084,a3
gait_753,20250617_c1_a4_Take1,0.10702214436166316,0.10164994308188062,0.06003843255219138,0.2632097181054432,0.05896941140200563,0.09415767038372165,306.89453125,428.77099609375,0.0484606359539991,0.03745597705463164,a4
gait_753,20250617_c1_a4_Take2,0.2803125384643484,0.26775552717130796,0.170325306954635,0.27020946873598695,0.16647173882943095,0.2707141595250358,294.49578857421875,232.90283203125,0.04460780287287423,0.03548899900232596,a4
gait_753,20250617_c1_a5_Take1,0.17579216818093163,0.16696576886454356,0.11417967171436286,0.3412874208261792,0.1193748514478091,0.1596915362263796,246.47044372558594,208.9035186767578,0.058647797590421664,0.052842371047874405,a5
gait_753,20250617_c1_a5_Take2,0.1885408300268082,0.18109150614670164,0.09305844215887654,0.20970045657718137,0.08897893442708836,0.18835622941870364,214.38612365722656,156.86512756347656,0.03934094412636034,0.030436765953941868,a5
gait_766,20251001_c1_a1_Take1,0.1897335650437138,0.17701868992166978,0.054541968794486737,0.13082544245494476,0.05923436844314539,0.1388089472394383,342.150634765625,378.3480529785156,0.0671964473563822,0.04429860299294123,a1
gait_766,20251001_c1_a1_Take2,0.2158560026987759,0.20272756749975535,0.11980757651461865,0.14234689412837698,0.12072602777849585,0.16423666868144293,397.56365966796875,370.2943420410156,0.06579776717628244,0.047272617983382795,a1
gait_766,20251001_c1_a2_Take1,0.17821856176043305,0.16894639068646414,0.042328814759314166,0.12671289158865023,0.0413335501292658,0.15326989740055716,455.660400390625,392.4267578125,0.0703583465980205,0.052506096559583396,a2
